what,kind,bundleId,bundleVersion,description,time
error,log,,,"Zero or negative length StyleRange 2774:0",1363707347264
error,log,,,"Zero or negative length StyleRange 2787:0",1363707347266
error,log,,,"Zero or negative length StyleRange 2851:0",1363707347267
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1363707358756
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363707359875
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363707370151
error,log,,,"Zero or negative length StyleRange 8:0",1363707375444
error,log,,,"Zero or negative length StyleRange 20:0",1363707375447
error,log,,,"Zero or negative length StyleRange 8:0",1363707375489
error,log,,,"Zero or negative length StyleRange 20:0",1363707375491
error,log,,,"Zero or negative length StyleRange 9:0",1363707375588
error,log,,,"Zero or negative length StyleRange 21:0",1363707375590
error,log,,,"Zero or negative length StyleRange 10:0",1363707375720
error,log,,,"Zero or negative length StyleRange 22:0",1363707375722
error,log,,,"Zero or negative length StyleRange 55:0",1363707375724
error,log,,,"Zero or negative length StyleRange 10:0",1363707375733
error,log,,,"Zero or negative length StyleRange 22:0",1363707375735
error,log,,,"Zero or negative length StyleRange 55:0",1363707375736
error,log,,,"Zero or negative length StyleRange 10:0",1363707375819
error,log,,,"Zero or negative length StyleRange 22:0",1363707375821
error,log,,,"Zero or negative length StyleRange 55:0",1363707375827
error,log,,,"Zero or negative length StyleRange 12:0",1363707376104
error,log,,,"Zero or negative length StyleRange 24:0",1363707376105
error,log,,,"Zero or negative length StyleRange 57:0",1363707376108
error,log,,,"Zero or negative length StyleRange 12:0",1363707376116
error,log,,,"Zero or negative length StyleRange 24:0",1363707376118
error,log,,,"Zero or negative length StyleRange 57:0",1363707376122
error,log,,,"Zero or negative length StyleRange 12:0",1363707376204
error,log,,,"Zero or negative length StyleRange 24:0",1363707376206
error,log,,,"Zero or negative length StyleRange 57:0",1363707376208
error,log,,,"Zero or negative length StyleRange 12:0",1363707376777
error,log,,,"Zero or negative length StyleRange 24:0",1363707376779
error,log,,,"Zero or negative length StyleRange 57:0",1363707376780
error,log,,,"Zero or negative length StyleRange 12:0",1363707379090
error,log,,,"Zero or negative length StyleRange 24:0",1363707379093
error,log,,,"Zero or negative length StyleRange 57:0",1363707379095
error,log,,,"Zero or negative length StyleRange 13:0",1363707379702
error,log,,,"Zero or negative length StyleRange 25:0",1363707379705
error,log,,,"Zero or negative length StyleRange 58:0",1363707379707
error,log,,,"Zero or negative length StyleRange 82:0",1363707379710
error,log,,,"Zero or negative length StyleRange 13:0",1363707379741
error,log,,,"Zero or negative length StyleRange 25:0",1363707379752
error,log,,,"Zero or negative length StyleRange 58:0",1363707379754
error,log,,,"Zero or negative length StyleRange 82:0",1363707379756
error,log,,,"Zero or negative length StyleRange 13:0",1363707379787
error,log,,,"Zero or negative length StyleRange 25:0",1363707379789
error,log,,,"Zero or negative length StyleRange 58:0",1363707379790
error,log,,,"Zero or negative length StyleRange 82:0",1363707379792
error,log,,,"Zero or negative length StyleRange 13:0",1363707379879
error,log,,,"Zero or negative length StyleRange 25:0",1363707379880
error,log,,,"Zero or negative length StyleRange 58:0",1363707379882
error,log,,,"Zero or negative length StyleRange 82:0",1363707379884
error,log,,,"Zero or negative length StyleRange 14:0",1363707379940
error,log,,,"Zero or negative length StyleRange 26:0",1363707379942
error,log,,,"Zero or negative length StyleRange 59:0",1363707379944
error,log,,,"Zero or negative length StyleRange 83:0",1363707379946
error,log,,,"Zero or negative length StyleRange 14:0",1363707379956
error,log,,,"Zero or negative length StyleRange 26:0",1363707379958
error,log,,,"Zero or negative length StyleRange 59:0",1363707379959
error,log,,,"Zero or negative length StyleRange 83:0",1363707379961
error,log,,,"Zero or negative length StyleRange 14:0",1363707380048
error,log,,,"Zero or negative length StyleRange 26:0",1363707380050
error,log,,,"Zero or negative length StyleRange 59:0",1363707380052
error,log,,,"Zero or negative length StyleRange 83:0",1363707380054
error,log,,,"Zero or negative length StyleRange 15:0",1363707380297
error,log,,,"Zero or negative length StyleRange 27:0",1363707380299
error,log,,,"Zero or negative length StyleRange 60:0",1363707380300
error,log,,,"Zero or negative length StyleRange 84:0",1363707380302
error,log,,,"Zero or negative length StyleRange 118:0",1363707380304
error,log,,,"Zero or negative length StyleRange 133:0",1363707380305
error,log,,,"Zero or negative length StyleRange 199:0",1363707380307
error,log,,,"Zero or negative length StyleRange 15:0",1363707380317
error,log,,,"Zero or negative length StyleRange 27:0",1363707380319
error,log,,,"Zero or negative length StyleRange 60:0",1363707380321
error,log,,,"Zero or negative length StyleRange 84:0",1363707380323
error,log,,,"Zero or negative length StyleRange 118:0",1363707380324
error,log,,,"Zero or negative length StyleRange 133:0",1363707380326
error,log,,,"Zero or negative length StyleRange 199:0",1363707380328
error,log,,,"Zero or negative length StyleRange 15:0",1363707380378
error,log,,,"Zero or negative length StyleRange 27:0",1363707380380
error,log,,,"Zero or negative length StyleRange 60:0",1363707380381
error,log,,,"Zero or negative length StyleRange 84:0",1363707380383
error,log,,,"Zero or negative length StyleRange 118:0",1363707380385
error,log,,,"Zero or negative length StyleRange 133:0",1363707380387
error,log,,,"Zero or negative length StyleRange 199:0",1363707380388
error,log,,,"Zero or negative length StyleRange 16:0",1363707380496
error,log,,,"Zero or negative length StyleRange 28:0",1363707380498
error,log,,,"Zero or negative length StyleRange 61:0",1363707380500
error,log,,,"Zero or negative length StyleRange 85:0",1363707380502
error,log,,,"Zero or negative length StyleRange 119:0",1363707380504
error,log,,,"Zero or negative length StyleRange 134:0",1363707380505
error,log,,,"Zero or negative length StyleRange 200:0",1363707380507
error,log,,,"Zero or negative length StyleRange 16:0",1363707380517
error,log,,,"Zero or negative length StyleRange 28:0",1363707380519
error,log,,,"Zero or negative length StyleRange 61:0",1363707380521
error,log,,,"Zero or negative length StyleRange 85:0",1363707380522
error,log,,,"Zero or negative length StyleRange 119:0",1363707380524
error,log,,,"Zero or negative length StyleRange 134:0",1363707380526
error,log,,,"Zero or negative length StyleRange 200:0",1363707380528
error,log,,,"Zero or negative length StyleRange 16:0",1363707380575
error,log,,,"Zero or negative length StyleRange 28:0",1363707380577
error,log,,,"Zero or negative length StyleRange 61:0",1363707380579
error,log,,,"Zero or negative length StyleRange 85:0",1363707380581
error,log,,,"Zero or negative length StyleRange 119:0",1363707380582
error,log,,,"Zero or negative length StyleRange 134:0",1363707380592
error,log,,,"Zero or negative length StyleRange 200:0",1363707380595
error,log,,,"Zero or negative length StyleRange 17:0",1363707380701
error,log,,,"Zero or negative length StyleRange 29:0",1363707380703
error,log,,,"Zero or negative length StyleRange 62:0",1363707380705
error,log,,,"Zero or negative length StyleRange 86:0",1363707380706
