what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1364009435788
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1364009442936
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1364009459118
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1364009462764
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1364009463178
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364009469038
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364009479433
executed,command,org.eclipse.wst.sse.ui,1.2.2.v201008232126,"org.eclipse.wst.sse.ui.toggle.comment",1364009492535
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1364009492680
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364009494324
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364009504455
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1364009506655
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1364009510477
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1364009510938
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364009519242
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364009541147
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1364009547388
started,bundle,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui",1364009547440
started,bundle,org.eclipse.php.server.ui,2.2.0.v20100505-0800,"org.eclipse.php.server.ui",1364009547482
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364009552158
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364009679647
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364009680292
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364009821060
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364009822340
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364009840878
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364009841977
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364009843480
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ResourceNavigator",1364009845713
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364009853966
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364009855412
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364009856420
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364009861695
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1364009869440
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1364009870017
opened,editor,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1364009870389
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.1.v201008170101,"org.eclipse.wst.jsdt.debug.ui",1364009871148
activated,editor,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1364009871164
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364009872196
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364009881115
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ResourceNavigator",1364009882221
opened,editor,org.eclipse.php.ui,2.2.1.v20100822-1200,"org.eclipse.php.editor",1364009882515
