what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363675563617
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1363675571534
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363675572118
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363675579791
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1363675596473
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363675597556
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363675652688
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ResourceNavigator",1363675670401
activated,editor,org.eclipse.php.ui,2.2.1.v20100822-1200,"org.eclipse.php.editor",1363675670588
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363675679757
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363675722852
activated,editor,org.eclipse.php.ui,2.2.1.v20100822-1200,"org.eclipse.php.editor",1363675728607
activated,editor,org.eclipse.php.ui,2.2.1.v20100822-1200,"org.eclipse.php.editor",1363675730538
executed,command,org.eclipse.wst.sse.ui,1.2.2.v201008232126,"org.eclipse.wst.sse.ui.toggle.comment",1363675738471
executed,command,org.eclipse.wst.sse.ui,1.2.2.v201008232126,"org.eclipse.wst.sse.ui.toggle.comment",1363675740043
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1363675740385
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363675743786
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363675746264
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363675747112
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363675897723
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363675904209
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363676623951
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363676624590
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363677368792
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363677370882
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363678289722
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363678293364
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363683358082
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363683359988
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363683363964
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363683389910
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363683898061
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363683924350
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363685016552
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ResourceNavigator",1363685018039
opened,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1363685019390
activated,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1363685020292
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ResourceNavigator",1363685020363
activated,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1363685021951
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363685028086
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1363685089005
